E0016833_LF_MED_ITS_230;1	0.41413	0.30808	0.10605	0.19930	0.74391	0.25609	3.60856	3.31208	0.11838	0.09769	0.05538	0.35363	16.92946	57.78227	55.26915	
E0016833_LT_MED_ITS_230;1	0.47927	0.38557	0.09370	0.24793	0.80450	0.19550	3.86185	3.03641	0.12112	0.10254	0.05528	0.36301	9.15339	57.06009	59.73478	
E0016833_RF_MED_ITS_230;1	0.39383	0.26698	0.12685	0.17092	0.67791	0.32209	3.62270	3.56206	0.11363	0.09619	0.04942	0.34725	21.59007	71.07368	61.22289	
E0016833_RT_MED_ITS_230;1	0.49667	0.36494	0.13173	0.20920	0.73478	0.26522	3.95201	3.58907	0.11656	0.09477	0.05073	0.36006	19.98737	78.24843	75.15009	
E0016836_RF_MED_ITS_230;1	0.39418	0.27014	0.12403	0.19910	0.68533	0.31467	3.61701	3.55910	0.11640	0.09499	0.04905	0.34901	19.75279	68.77098	58.47689	
E0016709_LF_MED_ITS_230;1	0.40456	0.30646	0.09810	0.21115	0.75752	0.24248	3.63336	3.12905	0.11701	0.10015	0.05461	0.36762	13.61338	53.07946	53.05401	
E0016709_LT_MED_ITS_230;1	0.36163	0.22547	0.13616	0.15917	0.62348	0.37652	3.55418	3.62526	0.10746	0.09528	0.04674	0.35809	26.71622	69.39201	59.04459	
E0016709_RF_MED_ITS_230;1	0.39572	0.30560	0.09012	0.22476	0.77226	0.22774	3.65992	3.04977	0.11548	0.10036	0.05398	0.36526	11.06336	51.27947	53.19328	
E0016709_RT_MED_ITS_230;1	0.36843	0.25942	0.10901	0.17247	0.70412	0.29588	3.69306	3.38787	0.10624	0.09323	0.04848	0.36561	17.00756	65.70441	58.87231	
E0016770_LF_MED_ITS_230;1	0.43697	0.36224	0.07473	0.24323	0.82898	0.17102	3.73487	2.96866	0.12149	0.09573	0.05724	0.35217	9.25020	49.32597	52.22453	
E0016770_LT_MED_ITS_230;1	0.47566	0.36417	0.11149	0.20756	0.76560	0.23440	3.79523	3.39451	0.12183	0.09509	0.05469	0.35610	16.83822	64.60497	60.27848	
E0016770_RF_MED_ITS_230;1	0.43467	0.35078	0.08389	0.23868	0.80701	0.19299	3.73422	3.07411	0.12192	0.09574	0.05526	0.35734	10.69744	53.82804	54.69328	
E0016770_RT_MED_ITS_230;1	0.46858	0.38817	0.08041	0.22957	0.82839	0.17161	3.74736	2.97292	0.11924	0.09633	0.06186	0.36766	9.64633	49.23950	52.33496	
E0016712_LF_MED_ITS_230;1	0.39208	0.26077	0.13131	0.16774	0.66509	0.33491	3.57209	3.55007	0.11408	0.09719	0.05016	0.35994	23.15970	66.92744	56.79873	
E0016712_LT_MED_ITS_230;1	0.40066	0.22730	0.17336	0.14818	0.56731	0.43269	3.65852	3.92566	0.10805	0.09581	0.04296	0.36085	33.63607	90.15180	70.06525	
E0016712_RF_MED_ITS_230;2	0.35877	0.20809	0.15067	0.15003	0.58002	0.41998	3.45929	3.69541	0.11001	0.09759	0.04570	0.36151	28.71613	71.62381	57.89335	
E0016712_RT_MED_ITS_230;2	0.42565	0.23497	0.19068	0.15925	0.55202	0.44798	3.74195	4.04831	0.10553	0.09668	0.04250	0.35309	35.96370	96.48192	75.52376	
E0016713_RT_MED_ITS_230;1	0.32186	0.17338	0.14848	0.13119	0.53867	0.46133	3.44910	3.81686	0.10110	0.09126	0.04180	0.36472	30.99781	77.63465	58.12790	
E0016767_LF_MED_ITS_230;1	0.42732	0.32242	0.10490	0.21480	0.75451	0.24549	3.58797	3.26340	0.12266	0.09753	0.05691	0.36274	15.74078	55.30703	52.94981	
E0016767_LT_MED_ITS_230;1	0.47275	0.34816	0.12460	0.21920	0.73645	0.26355	3.81067	3.37013	0.11882	0.10194	0.05299	0.35787	15.92896	67.81697	63.53755	
E0016767_RF_MED_ITS_230;1	0.40200	0.26177	0.14023	0.17122	0.65117	0.34883	3.53092	3.55464	0.11836	0.10044	0.05025	0.35598	21.43653	64.66685	54.30587	
E0016767_RT_MED_ITS_230;1	0.49182	0.34454	0.14728	0.19981	0.70054	0.29946	4.01703	3.71652	0.11189	0.09694	0.04751	0.35144	21.80950	89.12128	81.16294	
E0016768_LF_MED_ITS_230;1	0.36923	0.25252	0.11671	0.18527	0.68390	0.31610	3.59060	3.48414	0.11322	0.09476	0.04818	0.35283	19.46793	67.57384	58.79610	
E0016768_LT_MED_ITS_230;1	0.39142	0.28719	0.10424	0.16783	0.73370	0.26630	3.29400	3.37290	0.13588	0.09335	0.05918	0.35135	16.60713	52.81273	42.54931	
E0016768_RF_MED_ITS_230;1	0.44437	0.32024	0.12413	0.19119	0.72066	0.27934	3.53411	3.66244	0.12903	0.09018	0.05635	0.35657	29.21150	72.59758	57.61456	
E0016768_RT_MED_ITS_230;1	0.41804	0.28855	0.12949	0.16838	0.69024	0.30976	3.55171	3.59360	0.12340	0.09444	0.05221	0.35583	22.63096	63.30940	53.28302	
E0016713_LF_MED_ITS_230;2	0.36599	0.25532	0.11067	0.18567	0.69761	0.30239	3.47463	3.27087	0.11643	0.10044	0.05228	0.36419	16.11437	54.84503	49.79039	
E0016713_LT_MED_ITS_230;2	0.33622	0.20606	0.13016	0.15642	0.61288	0.38712	3.51702	3.53229	0.10466	0.09527	0.04526	0.37217	21.01146	69.52571	58.42210	
E0016713_RF_MED_ITS_230;1	0.36666	0.25377	0.11289	0.19199	0.69211	0.30789	3.50461	3.34875	0.11372	0.09789	0.05185	0.36166	16.19545	60.85947	54.17885	
E0016831_LF_MED_ITS_230;1	0.44404	0.33358	0.11046	0.20608	0.75124	0.24876	3.67164	3.41617	0.12404	0.09381	0.05435	0.35636	16.64427	65.41489	59.85296	
E0016831_LT_MED_ITS_230;1	0.54289	0.45675	0.08614	0.25001	0.84134	0.15866	3.76092	3.08937	0.13334	0.09422	0.06442	0.36234	10.76180	55.69011	53.80899	
E0016831_RF_MED_ITS_230;1	0.47463	0.35852	0.11611	0.23144	0.75536	0.24464	3.67020	3.49958	0.12985	0.09228	0.05588	0.36082	17.24677	68.17483	58.53613	
E0016831_RT_MED_ITS_230;1	0.59999	0.47645	0.12354	0.30227	0.79410	0.20590	3.87985	3.50629	0.13322	0.09327	0.06132	0.36456	16.27027	71.23917	64.43288	
E0016710_RF_MED_ITS_230;1	0.40576	0.31113	0.09463	0.22196	0.76679	0.23321	3.56004	3.07473	0.11969	0.10041	0.05766	0.36918	11.58324	51.79361	49.55970	
E0016769_RF_MED_ITS_230;1	0.39768	0.28026	0.11742	0.18765	0.70475	0.29525	3.58191	3.37758	0.11994	0.09802	0.05086	0.36153	16.50195	62.83746	56.71359	
